-2.8366,0.55875,4.1491
-2.7612,0.55876,4.15
-2.764,0.55876,4.1502
-2.7072,0.55877,4.15
-2.7656,0.55877,4.1496
-2.7108,0.55878,4.1498
-2.8305,0.55879,4.15
-2.7742,0.55879,4.1504
-2.8007,0.5588,4.15
-2.8099,0.5588,4.1501
-2.7671,0.55881,4.1502
-2.7459,0.55881,4.15
-2.709,0.55882,4.1506
-2.7421,0.55882,4.1504
-2.7416,0.55883,4.15
-2.6797,0.55883,4.1502
-2.7049,0.55884,4.1504
-2.6448,0.55884,4.1498
-2.6486,0.55885,4.15
-2.6524,0.55885,4.15
-2.5462,0.55886,4.1505
-2.5821,0.55886,4.1499
-2.6091,0.55886,4.1502
-2.5666,0.55887,4.1501
-2.5589,0.55887,4.1497
-2.5676,0.55888,4.1498
-2.5332,0.55888,4.1501
-2.5151,0.55889,4.15
-2.5778,0.55889,4.1493
-2.5248,0.5589,4.1497
-2.5072,0.5589,4.1497
-2.5508,0.55891,4.1502
-2.5116,0.55891,4.1503
-2.51,0.55892,4.1499
-2.4094,0.55892,4.1501
-2.4787,0.55893,4.1505
-2.4588,0.55893,4.1503
-2.5238,0.55893,4.1502
-2.4367,0.55894,4.1499
-2.467,0.55894,4.15
-2.4497,0.55895,4.15
-2.4446,0.55895,4.1493
-2.5462,0.55896,4.1496
-2.4937,0.55896,4.1506
-2.4866,0.55897,4.1499
-2.4112,0.55897,4.1497
-2.3885,0.55898,4.1501
-2.3202,0.55898,4.1498
-2.2993,0.55898,4.15
-2.2864,0.55899,4.15
-2.3765,0.55899,4.1491
-2.3717,0.559,4.1498
-2.3444,0.559,4.1496
-2.2746,0.55901,4.1498
-2.243,0.55901,4.1502
-2.3161,0.55901,4.1501
-2.2466,0.55902,4.1497
-1.5124,0.55902,4.1487
-0.10933,0.55902,4.1466
-0.01303,0.55902,4.146
-0.03417,0.55902,4.146
0.00099,0.55902,4.1458
-0.02347,0.55902,4.1456
0.00074,0.55902,4.1453
-0.02297,0.55902,4.1453
-0.0082,0.55902,4.1454
-0.02271,0.55902,4.145
-0.00895,0.55902,4.1451
-0.00489,0.55902,4.1449
-0.02449,0.55902,4.1446
-0.01124,0.55902,4.1447
-0.03035,0.55902,4.1441
-0.01328,0.55902,4.1444
-0.03009,0.55902,4.1446
-0.02754,0.55902,4.1442
-0.02449,0.55902,4.1444
0.03385,0.55902,4.1455
-0.06906,0.55902,4.1429
0.00097,0.55902,4.1436
-0.03519,0.55902,4.1446
-0.02805,0.55902,4.1432
0.01857,0.55902,4.1432
-0.02016,0.55902,4.1434
-0.10703,0.55902,4.143
-0.05685,0.55902,4.1431
-0.01585,0.55902,4.1434
-0.02729,0.55902,4.1431
-0.05635,0.55902,4.1429
-0.04667,0.55902,4.1429
-0.03622,0.55902,4.1429
-0.02909,0.55902,4.1428
-0.01916,0.55902,4.1427
-0.00769,0.55902,4.1426
-0.03213,0.55902,4.1426
-0.01123,0.55902,4.1426
0.01474,0.55902,4.1427
-0.02476,0.55902,4.1424
-0.0115,0.55902,4.1424
0.03103,0.55902,4.1423
-0.0943,0.55902,4.1421
-0.00947,0.55902,4.1423
0.01986,0.55902,4.1428
-0.01735,0.55902,4.142
-0.01787,0.55902,4.1421
-0.00563,0.55902,4.1423
0.04811,0.55902,4.1422
-0.03697,0.55902,4.1421
-0.01609,0.55902,4.1419
-0.01405,0.55902,4.1419
-0.01584,0.55902,4.1417
0.00736,0.55902,4.1415
-0.02092,0.55902,4.1416
-0.00819,0.55902,4.1415
-0.01074,0.55902,4.1417
-0.00716,0.55902,4.1416
-0.00668,0.55902,4.1414
-0.00718,0.55902,4.1413
-0.00208,0.55902,4.1412
-0.00793,0.55902,4.1412
-0.01125,0.55902,4.1415
-0.02832,0.55902,4.1413
-0.01227,0.55902,4.1413
0.00914,0.55902,4.1412
-0.01736,0.55902,4.141
-0.02068,0.55902,4.1411
-0.00844,0.55902,4.141
0.02468,0.55902,4.1409
-0.00996,0.55902,4.1409
-0.02526,0.55902,4.1409
-0.01914,0.55902,4.1409
-0.01123,0.55902,4.141
0.02696,0.55902,4.1408
-0.0232,0.55902,4.1413
-0.02678,0.55902,4.1407
-0.02678,0.55902,4.1406
-0.00131,0.55902,4.1405
-0.02194,0.55902,4.1407
0.01729,0.55902,4.1405
-0.02552,0.55902,4.1408
-0.03647,0.55902,4.1403
-0.00591,0.55902,4.1404
-0.01353,0.55902,4.1404
-0.03111,0.55902,4.1403
0.02544,0.55902,4.1404
-0.02349,0.55902,4.1401
-0.02984,0.55902,4.1401
-0.06832,0.55902,4.1399
-0.00461,0.55902,4.1402
-0.01225,0.55902,4.1399
-0.00666,0.55902,4.14
-0.01736,0.55902,4.1402
-0.00744,0.55902,4.14
-0.00565,0.55902,4.1397
-0.01532,0.55902,4.14
